playerID,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,AVG,OBP,SLG,inducted
adamsba01,482.0,1019.0,79.0,216.0,31.0,15.0,3.0,75.0,1.0,53.0,194.0,1.0,35.0,0.0,0.21197252208047104,0.2516309412861137,0.2806673209028459,N
adamsbe01,267.0,678.0,37.0,137.0,17.0,4.0,2.0,45.0,9.0,23.0,82.0,1.0,23.0,0.0,0.20206489675516223,0.22934472934472935,0.24778761061946902,N
adamsbo03,1281.0,4019.0,591.0,1082.0,188.0,49.0,37.0,303.0,67.0,414.0,447.0,17.0,78.0,5.0,0.2692211993033093,0.33961840628507295,0.3680019905449117,N
adamsbu01,576.0,2003.0,282.0,532.0,96.0,12.0,50.0,249.0,12.0,234.0,281.0,13.0,42.0,0.0,0.2656015976035946,0.3462222222222222,0.400399400898652,N
adamsgl01,661.0,1617.0,152.0,452.0,79.0,5.0,34.0,225.0,6.0,111.0,183.0,4.0,9.0,19.0,0.2795299938157081,0.3238149628783552,0.3976499690785405,N
adamsma01,834.0,2385.0,294.0,618.0,129.0,6.0,118.0,397.0,4.0,161.0,634.0,12.0,0.0,16.0,0.2591194968553459,0.3073038073038073,0.4666666666666667,N
adamsru01,286.0,884.0,125.0,218.0,46.0,7.0,17.0,113.0,15.0,85.0,118.0,5.0,8.0,11.0,0.24660633484162897,0.31269035532994927,0.3721719457013575,N
adamssp01,1424.0,5557.0,844.0,1588.0,249.0,48.0,9.0,394.0,154.0,453.0,223.0,28.0,136.0,0.0,0.2857657009177614,0.3426631334879099,0.3527082958430808,N
adcocjo01,1959.0,6606.0,823.0,1832.0,295.0,35.0,336.0,1122.0,20.0,594.0,1059.0,17.0,52.0,35.0,0.2773236451710566,0.33687258687258687,0.48516500151377534,N
addisbo01,208.0,534.0,70.0,150.0,22.0,2.0,2.0,47.0,8.0,37.0,47.0,0.0,5.0,0.0,0.2808988764044944,0.3274956217162872,0.3408239700374532,N
addybo01,274.0,1231.0,227.0,341.0,36.0,13.0,1.0,167.0,35.0,20.0,9.0,0.0,0.0,0.0,0.2770105605199025,0.2885691446842526,0.3298131600324939,N
adriaeh01,466.0,1079.0,143.0,263.0,63.0,7.0,16.0,114.0,18.0,94.0,230.0,16.0,16.0,13.0,0.24374420759962928,0.3103161397670549,0.35959221501390176,N
agbaybe01,383.0,1091.0,145.0,299.0,57.0,6.0,39.0,156.0,16.0,139.0,246.0,15.0,1.0,8.0,0.27406049495875345,0.36153232242617717,0.44454628780934924,N
ageeto01,1129.0,3912.0,558.0,999.0,170.0,27.0,130.0,433.0,167.0,342.0,918.0,34.0,21.0,15.0,0.2553680981595092,0.31954450383453403,0.41232106339468305,N
agganha01,157.0,517.0,65.0,135.0,23.0,9.0,11.0,67.0,8.0,57.0,67.0,0.0,7.0,6.0,0.2611218568665377,0.3310344827586207,0.40425531914893614,N
aglerjo01,234.0,751.0,121.0,185.0,22.0,10.0,0.0,36.0,38.0,131.0,130.0,1.0,21.0,0.0,0.24633821571238348,0.35900339750849375,0.3022636484687084,N
agnewsa01,563.0,1537.0,105.0,314.0,41.0,14.0,2.0,98.0,29.0,102.0,216.0,25.0,47.0,0.0,0.20429407937540664,0.26502403846153844,0.2530904359141184,N
aguaylu01,568.0,1104.0,142.0,260.0,43.0,10.0,37.0,109.0,7.0,94.0,220.0,20.0,14.0,12.0,0.23550724637681159,0.3040650406504065,0.39311594202898553,N
aguilje01,499.0,1331.0,192.0,345.0,63.0,2.0,71.0,249.0,0.0,153.0,379.0,14.0,0.0,25.0,0.25920360631104433,0.3361785948785292,0.4695717505634861,N
ahmedni01,670.0,2213.0,277.0,528.0,112.0,20.0,60.0,260.0,29.0,167.0,456.0,12.0,11.0,23.0,0.2385901491188432,0.2927536231884058,0.3886127428829643,N
aikenwi01,774.0,2492.0,301.0,675.0,125.0,2.0,110.0,415.0,3.0,319.0,444.0,18.0,0.0,27.0,0.27086677367576245,0.3543417366946779,0.4550561797752809,N
aingeda01,211.0,665.0,57.0,146.0,19.0,4.0,2.0,37.0,12.0,37.0,128.0,4.0,12.0,3.0,0.21954887218045113,0.2637517630465444,0.26917293233082706,N
ainsmed01,1078.0,3048.0,299.0,707.0,108.0,54.0,22.0,317.0,86.0,263.0,336.0,12.0,99.0,0.0,0.23195538057742782,0.2955160999097201,0.3244750656167979,N
alberha01,282.0,925.0,111.0,257.0,41.0,3.0,15.0,82.0,9.0,25.0,118.0,7.0,11.0,5.0,0.27783783783783783,0.3004158004158004,0.3772972972972973,N
albieoz01,404.0,1614.0,262.0,450.0,97.0,18.0,60.0,205.0,40.0,116.0,294.0,13.0,2.0,9.0,0.2788104089219331,0.3304794520547945,0.47273853779429986,N
aldremi01,930.0,2147.0,277.0,565.0,104.0,9.0,41.0,271.0,19.0,314.0,381.0,5.0,14.0,18.0,0.2631578947368421,0.355877616747182,0.37727061015370283,N
aldrivi01,248.0,581.0,46.0,133.0,14.0,4.0,2.0,60.0,2.0,10.0,41.0,0.0,32.0,0.0,0.2289156626506024,0.24196277495769883,0.27710843373493976,N
alexada01,662.0,2450.0,369.0,811.0,164.0,30.0,61.0,459.0,20.0,248.0,197.0,6.0,32.0,0.0,0.3310204081632653,0.39386094674556216,0.49714285714285716,N
alexaga01,432.0,1276.0,169.0,293.0,45.0,11.0,55.0,202.0,8.0,154.0,381.0,5.0,4.0,19.0,0.22962382445141066,0.3108665749656121,0.4114420062695925,N
alexama02,594.0,1271.0,166.0,293.0,50.0,12.0,15.0,115.0,37.0,86.0,276.0,7.0,19.0,4.0,0.23052714398111723,0.2821637426900585,0.3241542092840283,N
alexape01,703.0,1810.0,154.0,378.0,60.0,13.0,11.0,163.0,3.0,77.0,276.0,2.0,88.0,0.0,0.20883977900552486,0.24192694547379565,0.274585635359116,Y
alfarjo01,304.0,991.0,103.0,260.0,38.0,3.0,36.0,124.0,9.0,48.0,369.0,31.0,0.0,3.0,0.2623612512613522,0.31593662628145386,0.4157416750756811,N
alfoned01,1506.0,5385.0,777.0,1532.0,282.0,18.0,146.0,744.0,53.0,596.0,617.0,41.0,31.0,55.0,0.28449396471680594,0.3569195326641435,0.42488393686165277,N
alfonel01,193.0,591.0,44.0,142.0,24.0,3.0,17.0,67.0,1.0,17.0,158.0,9.0,4.0,3.0,0.24027072758037224,0.2709677419354839,0.377326565143824,N
alicelu01,1341.0,3971.0,551.0,1031.0,189.0,53.0,47.0,422.0,81.0,500.0,624.0,48.0,49.0,45.0,0.25963233442457817,0.3459684487291849,0.36942835557794007,N
allanan01,512.0,1486.0,145.0,357.0,48.0,4.0,16.0,140.0,23.0,87.0,223.0,9.0,35.0,16.0,0.24024226110363392,0.2834793491864831,0.310228802153432,N
allenbe01,1139.0,3404.0,357.0,815.0,140.0,21.0,73.0,352.0,13.0,370.0,424.0,8.0,24.0,17.0,0.23942420681551116,0.31403000789681496,0.3572267920094007,N
allenbo01,607.0,2216.0,338.0,534.0,77.0,45.0,14.0,306.0,53.0,297.0,221.0,13.0,6.0,0.0,0.24097472924187727,0.3341250989707047,0.3352888086642599,N
allench01,267.0,851.0,102.0,229.0,44.0,8.0,14.0,84.0,15.0,63.0,173.0,4.0,5.0,5.0,0.2690951821386604,0.3206933911159263,0.3889541715628672,N
allendi01,1749.0,6332.0,1099.0,1848.0,320.0,79.0,351.0,1119.0,133.0,894.0,1556.0,16.0,19.0,53.0,0.29185091598231205,0.378067169294037,0.5336386607706886,N
allenet01,1281.0,4418.0,623.0,1325.0,255.0,45.0,47.0,501.0,84.0,223.0,310.0,14.0,110.0,0.0,0.29990946129470347,0.3355531686358754,0.40991398822996833,N
allenga01,416.0,1061.0,114.0,235.0,49.0,2.0,19.0,131.0,3.0,130.0,192.0,5.0,15.0,11.0,0.22148916116870876,0.30654515327257664,0.32516493873704055,N
allengr01,221.0,557.0,77.0,133.0,22.0,6.0,8.0,57.0,32.0,30.0,129.0,19.0,8.0,4.0,0.23877917414721722,0.2983606557377049,0.34290843806104127,N
allenha02,389.0,881.0,104.0,212.0,27.0,9.0,6.0,57.0,15.0,49.0,128.0,2.0,2.0,4.0,0.24063564131668558,0.280982905982906,0.31214528944381387,N
allenje01,342.0,1031.0,155.0,268.0,49.0,8.0,15.0,114.0,42.0,104.0,228.0,24.0,21.0,10.0,0.25994180407371487,0.33875106928999144,0.36663433559650827,N
allenjo02,365.0,716.0,82.0,124.0,12.0,3.0,4.0,64.0,1.0,33.0,155.0,0.0,36.0,0.0,0.17318435754189945,0.2096128170894526,0.21508379888268156,N
allenmy01,156.0,606.0,89.0,157.0,28.0,14.0,4.0,88.0,30.0,45.0,57.0,6.0,0.0,0.0,0.2590759075907591,0.3165905631659056,0.3712871287128713,N
alleyge01,1195.0,3927.0,442.0,999.0,140.0,44.0,55.0,342.0,63.0,300.0,622.0,27.0,56.0,22.0,0.25439266615737205,0.3101028999064546,0.3544690603514133,N
allisar01,168.0,741.0,106.0,188.0,19.0,8.0,1.0,70.0,10.0,5.0,20.0,0.0,0.0,0.0,0.25371120107962214,0.2587131367292225,0.3049932523616734,N
allisbo01,1541.0,5032.0,811.0,1281.0,216.0,53.0,256.0,796.0,84.0,795.0,1033.0,34.0,25.0,35.0,0.25457074721780604,0.3578697421981004,0.47118441971383146,N
allisdo01,318.0,1407.0,236.0,382.0,44.0,10.0,2.0,139.0,5.0,24.0,44.0,0.0,0.0,0.0,0.27149964463397297,0.283717679944095,0.3212508884150675,N
almadme01,646.0,2483.0,363.0,706.0,107.0,27.0,15.0,197.0,56.0,214.0,150.0,5.0,35.0,0.0,0.28433346757954087,0.34233900814211693,0.36729762384212644,N
almonab01,376.0,1038.0,141.0,246.0,58.0,13.0,18.0,97.0,25.0,91.0,269.0,3.0,9.0,10.0,0.23699421965317918,0.29772329246935203,0.3699421965317919,N
almonbi01,1236.0,3330.0,390.0,846.0,138.0,25.0,36.0,296.0,128.0,250.0,636.0,6.0,44.0,29.0,0.25405405405405407,0.30484094052558786,0.3429429429429429,N
almoral01,489.0,1224.0,160.0,332.0,63.0,4.0,28.0,134.0,4.0,67.0,227.0,5.0,10.0,10.0,0.27124183006535946,0.3093415007656968,0.397875816993464,N
alomaro01,2379.0,9073.0,1508.0,2724.0,504.0,80.0,210.0,1134.0,474.0,1032.0,1140.0,50.0,148.0,97.0,0.30023145596825745,0.37124463519313305,0.4428524192659539,Y
alomasa01,1481.0,4760.0,558.0,1168.0,126.0,19.0,13.0,282.0,227.0,302.0,482.0,3.0,77.0,18.0,0.2453781512605042,0.28978949439307494,0.2880252100840336,N
alomasa02,1377.0,4530.0,520.0,1236.0,249.0,10.0,112.0,588.0,25.0,212.0,499.0,41.0,48.0,34.0,0.2728476821192053,0.30911355615528335,0.406401766004415,N
alonspe01,218.0,805.0,134.0,203.0,36.0,2.0,69.0,155.0,2.0,96.0,244.0,27.0,0.0,4.0,0.25217391304347825,0.3497854077253219,0.5590062111801242,N
alonsyo01,1072.0,3362.0,391.0,872.0,181.0,2.0,100.0,426.0,22.0,366.0,648.0,16.0,1.0,28.0,0.2593694229625223,0.33244962884411455,0.4036287923854848,N
aloufe01,2082.0,7339.0,985.0,2101.0,359.0,49.0,206.0,852.0,107.0,423.0,706.0,57.0,33.0,56.0,0.2862787845755553,0.32774603174603173,0.4327565063360131,N
alouje01,1380.0,4345.0,448.0,1216.0,170.0,26.0,32.0,377.0,31.0,138.0,267.0,30.0,44.0,20.0,0.2798619102416571,0.3053165673946614,0.3530494821634062,N
alouma01,1667.0,5789.0,780.0,1777.0,236.0,50.0,31.0,427.0,156.0,311.0,377.0,36.0,55.0,29.0,0.30696147866643636,0.3445255474452555,0.381067541889791,N
aloumo01,1942.0,7037.0,1109.0,2134.0,421.0,39.0,332.0,1287.0,106.0,737.0,894.0,48.0,9.0,82.0,0.30325422765382976,0.36930668016194335,0.5157027142248117,N
alperwh01,450.0,1632.0,134.0,387.0,60.0,36.0,7.0,141.0,27.0,30.0,183.0,39.0,57.0,0.0,0.23713235294117646,0.26807760141093473,0.33088235294117646,N
altheaa01,359.0,1016.0,142.0,222.0,54.0,10.0,37.0,150.0,21.0,110.0,332.0,23.0,1.0,6.0,0.21850393700787402,0.30735930735930733,0.4005905511811024,N
altizda01,514.0,1734.0,204.0,433.0,36.0,21.0,4.0,116.0,119.0,140.0,120.0,33.0,84.0,0.0,0.2497116493656286,0.3177766124803356,0.3016147635524798,N
altmage01,991.0,3091.0,409.0,832.0,132.0,34.0,101.0,403.0,52.0,268.0,572.0,20.0,19.0,21.0,0.26916855386606275,0.32941176470588235,0.43189906179230025,N
altroni01,230.0,550.0,52.0,97.0,9.0,1.0,2.0,27.0,5.0,29.0,91.0,11.0,15.0,0.0,0.17636363636363636,0.23220338983050848,0.20727272727272728,N
altuvjo01,1291.0,5177.0,766.0,1610.0,308.0,28.0,133.0,556.0,256.0,377.0,662.0,50.0,25.0,39.0,0.31099092138304035,0.36097820308346623,0.4583735754297856,N
alusige01,298.0,652.0,75.0,167.0,31.0,2.0,23.0,93.0,1.0,73.0,103.0,4.0,4.0,4.0,0.2561349693251534,0.3328785811732606,0.4156441717791411,N
alvarlu01,463.0,1160.0,116.0,248.0,43.0,4.0,5.0,84.0,11.0,49.0,160.0,3.0,14.0,5.0,0.21379310344827587,0.2465078060805259,0.2706896551724138,N
alvarpe01,910.0,2980.0,365.0,704.0,131.0,6.0,162.0,472.0,15.0,314.0,952.0,11.0,1.0,15.0,0.23624161073825503,0.30993975903614457,0.44731543624161074,N
alvisma01,1013.0,3629.0,421.0,895.0,142.0,22.0,111.0,373.0,43.0,262.0,662.0,35.0,36.0,22.0,0.24662441443923946,0.30192502532928067,0.38963901901350234,N
alvorbi01,265.0,1069.0,129.0,270.0,31.0,30.0,3.0,109.0,27.0,44.0,83.0,1.0,0.0,0.0,0.25257249766136575,0.28276481149012567,0.3461178671655753,N
alyeabr01,371.0,866.0,100.0,214.0,33.0,2.0,38.0,148.0,5.0,100.0,210.0,6.0,0.0,10.0,0.2471131639722864,0.3258655804480652,0.4214780600461894,N
amalfjo01,643.0,1715.0,248.0,418.0,67.0,19.0,9.0,123.0,19.0,185.0,224.0,12.0,17.0,8.0,0.24373177842565596,0.3203125,0.3206997084548105,N
amarari01,727.0,1788.0,305.0,493.0,82.0,10.0,11.0,159.0,112.0,176.0,277.0,16.0,29.0,13.0,0.2757270693512304,0.3437029603612644,0.3512304250559284,N
amarial01,702.0,1750.0,171.0,404.0,67.0,16.0,21.0,169.0,39.0,109.0,295.0,4.0,23.0,15.0,0.23085714285714284,0.27529286474973375,0.32342857142857145,N
amaroru01,940.0,2155.0,211.0,505.0,75.0,13.0,8.0,156.0,11.0,227.0,280.0,10.0,47.0,12.0,0.23433874709976799,0.3086522462562396,0.2923433874709977,N
amaroru02,485.0,927.0,99.0,218.0,43.0,9.0,16.0,100.0,15.0,88.0,128.0,16.0,11.0,8.0,0.23516720604099245,0.30991337824831566,0.35275080906148865,N
amblewa01,271.0,782.0,60.0,175.0,39.0,2.0,0.0,73.0,4.0,83.0,64.0,0.0,25.0,0.0,0.2237851662404092,0.29826589595375724,0.27877237851662406,N
amesre01,533.0,1014.0,52.0,143.0,10.0,7.0,3.0,63.0,5.0,61.0,374.0,0.0,47.0,0.0,0.14102564102564102,0.18976744186046512,0.17357001972386588,N
amezaal01,584.0,1408.0,173.0,348.0,47.0,19.0,12.0,110.0,49.0,112.0,223.0,14.0,28.0,8.0,0.2471590909090909,0.30739299610894943,0.3330965909090909,N
amorosa01,517.0,1311.0,215.0,334.0,55.0,23.0,43.0,180.0,18.0,211.0,189.0,11.0,18.0,7.0,0.2547673531655225,0.36103896103896105,0.4302059496567506,N
anderbr01,1834.0,6499.0,1062.0,1661.0,338.0,67.0,210.0,761.0,315.0,960.0,1190.0,154.0,74.0,50.0,0.2555777811971072,0.3621297142111445,0.4251423295891676,N
anderbr03,355.0,799.0,108.0,181.0,47.0,1.0,22.0,80.0,13.0,65.0,208.0,8.0,7.0,4.0,0.2265331664580726,0.2899543378995434,0.3704630788485607,N
anderbr06,366.0,1333.0,182.0,354.0,81.0,7.0,42.0,177.0,7.0,138.0,337.0,36.0,0.0,7.0,0.26556639159789946,0.3487450462351387,0.43135783945986494,N
anderda02,873.0,2026.0,244.0,490.0,73.0,12.0,19.0,143.0,49.0,206.0,331.0,5.0,37.0,13.0,0.2418558736426456,0.31155555555555553,0.31786771964461996,N
anderga01,2228.0,8640.0,1084.0,2529.0,522.0,36.0,287.0,1365.0,80.0,429.0,1224.0,8.0,13.0,87.0,0.29270833333333335,0.3236577913574858,0.46111111111111114,N
anderge01,269.0,1007.0,148.0,289.0,40.0,17.0,5.0,69.0,36.0,98.0,111.0,15.0,19.0,0.0,0.2869910625620655,0.35892857142857143,0.3753723932472691,N
anderha02,484.0,1586.0,199.0,419.0,82.0,16.0,60.0,242.0,3.0,159.0,291.0,16.0,9.0,15.0,0.26418663303909207,0.3344594594594595,0.44955863808322827,N
anderji01,419.0,970.0,107.0,211.0,35.0,2.0,13.0,86.0,9.0,81.0,130.0,5.0,29.0,6.0,0.2175257731958763,0.2796610169491525,0.2979381443298969,N
anderjo01,1636.0,6345.0,871.0,1843.0,328.0,124.0,50.0,978.0,338.0,310.0,356.0,53.0,65.0,0.0,0.2904649330181245,0.32886106141920096,0.4048857368006304,N
anderma02,1151.0,3204.0,392.0,849.0,174.0,20.0,63.0,371.0,71.0,227.0,471.0,15.0,31.0,31.0,0.2649812734082397,0.3137762438884095,0.39076154806491886,N
andermi01,721.0,1490.0,159.0,367.0,67.0,11.0,28.0,134.0,8.0,161.0,343.0,4.0,7.0,13.0,0.24630872483221478,0.31894484412470026,0.3624161073825503,N
anderti01,570.0,2270.0,332.0,637.0,119.0,14.0,74.0,227.0,73.0,81.0,587.0,13.0,10.0,8.0,0.2806167400881057,0.3081787521079258,0.4431718061674009,N
andinro01,481.0,1344.0,159.0,313.0,58.0,1.0,18.0,97.0,24.0,113.0,313.0,6.0,21.0,7.0,0.23288690476190477,0.2938775510204082,0.3177083333333333,N
andreed01,774.0,3233.0,602.0,830.0,117.0,26.0,12.0,278.0,205.0,194.0,245.0,9.0,0.0,0.0,0.2567274976801732,0.30064027939464494,0.3201360965047943,N
andremi01,893.0,3116.0,441.0,803.0,140.0,4.0,66.0,316.0,18.0,458.0,390.0,16.0,72.0,23.0,0.25770218228498076,0.35344588984223635,0.36874197689345317,N
andrero01,493.0,1454.0,174.0,365.0,30.0,15.0,3.0,91.0,33.0,148.0,121.0,0.0,27.0,12.0,0.25103163686382396,0.31784386617100374,0.2984869325997249,N
andresh01,569.0,1704.0,196.0,375.0,76.0,4.0,86.0,263.0,7.0,191.0,515.0,7.0,3.0,19.0,0.22007042253521128,0.2982821447162936,0.42077464788732394,N
andruel01,1652.0,6366.0,893.0,1743.0,303.0,48.0,76.0,636.0,305.0,516.0,962.0,44.0,100.0,52.0,0.27379830348727613,0.3300372599598739,0.37229029217719134,N
andujjo01,407.0,607.0,31.0,77.0,12.0,2.0,5.0,38.0,7.0,30.0,315.0,0.0,51.0,1.0,0.12685337726523888,0.1677115987460815,0.17792421746293247,N
andujmi01,187.0,689.0,89.0,195.0,51.0,3.0,28.0,102.0,3.0,30.0,117.0,4.0,0.0,5.0,0.2830188679245283,0.31456043956043955,0.4876632801161103,N
ankieri01,653.0,1921.0,260.0,462.0,101.0,10.0,76.0,251.0,21.0,162.0,555.0,12.0,8.0,12.0,0.2404997397188964,0.30185097294731844,0.4221759500260281,N
ansonca01,2524.0,10281.0,1999.0,3435.0,582.0,142.0,97.0,2075.0,277.0,984.0,330.0,32.0,34.0,0.0,0.3341114677560549,0.3939984066566345,0.44664915864215543,Y
anthoer01,682.0,1999.0,249.0,462.0,81.0,8.0,78.0,269.0,24.0,217.0,491.0,5.0,3.0,19.0,0.23111555777888945,0.3053571428571429,0.3966983491745873,N
antonjo01,135.0,528.0,50.0,133.0,28.0,2.0,1.0,29.0,1.0,24.0,29.0,2.0,6.0,0.0,0.2518939393939394,0.2870036101083033,0.3181818181818182,N
antonjo02,403.0,679.0,56.0,121.0,12.0,3.0,15.0,59.0,1.0,26.0,175.0,1.0,35.0,3.0,0.17820324005891017,0.20874471086036672,0.2709867452135493,N
aokino01,759.0,2716.0,377.0,774.0,135.0,22.0,33.0,219.0,98.0,234.0,258.0,48.0,30.0,15.0,0.2849779086892489,0.3504812479256555,0.3873343151693667,N
aparilu01,2601.0,10230.0,1335.0,2677.0,394.0,92.0,83.0,791.0,506.0,736.0,742.0,27.0,161.0,76.0,0.2616813294232649,0.3107778480440871,0.34252199413489737,Y
applilu01,2422.0,8856.0,1319.0,2749.0,440.0,102.0,45.0,1116.0,179.0,1302.0,528.0,11.0,74.0,0.0,0.31041102077687444,0.3994493067164913,0.3983739837398374,N
archeji01,847.0,2646.0,246.0,660.0,106.0,34.0,16.0,296.0,36.0,124.0,283.0,19.0,93.0,0.0,0.2494331065759637,0.28791681606310504,0.3333333333333333,N
arciajo01,293.0,615.0,78.0,132.0,24.0,6.0,1.0,35.0,17.0,29.0,107.0,9.0,9.0,0.0,0.2146341463414634,0.26033690658499237,0.2780487804878049,N
arciaor01,538.0,1722.0,182.0,421.0,69.0,7.0,42.0,179.0,39.0,123.0,375.0,4.0,5.0,11.0,0.24448315911730545,0.2946236559139785,0.36585365853658536,N
arciaos01,288.0,983.0,103.0,231.0,40.0,6.0,44.0,131.0,3.0,76.0,339.0,13.0,0.0,3.0,0.23499491353001017,0.29767441860465116,0.422177009155646,N
arenano01,1079.0,4118.0,649.0,1206.0,262.0,27.0,235.0,760.0,16.0,362.0,684.0,22.0,5.0,50.0,0.29286061194754737,0.3492970123022847,0.5407965031568722,N
arencjp01,467.0,1573.0,169.0,333.0,67.0,4.0,80.0,245.0,2.0,85.0,484.0,17.0,1.0,11.0,0.21169739351557534,0.2580071174377224,0.41195168467895743,N
arftha01,300.0,906.0,116.0,229.0,46.0,13.0,13.0,118.0,8.0,137.0,133.0,2.0,11.0,0.0,0.25275938189845476,0.3521531100478469,0.37527593818984545,N
ariasal01,775.0,1773.0,203.0,470.0,84.0,6.0,18.0,196.0,10.0,181.0,211.0,23.0,17.0,16.0,0.2650874224478285,0.3381836427496237,0.3496897913141568,N
ariasjo01,474.0,1052.0,112.0,279.0,46.0,11.0,7.0,95.0,13.0,37.0,150.0,8.0,12.0,9.0,0.2652091254752852,0.29294755877034356,0.34980988593155893,N
armasto01,1432.0,5164.0,614.0,1302.0,204.0,39.0,251.0,815.0,18.0,260.0,1201.0,15.0,11.0,52.0,0.25213013168086756,0.28719723183391005,0.4525561580170411,N
arndtha01,271.0,985.0,118.0,244.0,26.0,20.0,6.0,99.0,27.0,85.0,82.0,7.0,18.0,0.0,0.24771573604060915,0.31197771587743733,0.332994923857868,N
arnovmo01,590.0,2013.0,234.0,577.0,104.0,12.0,22.0,261.0,17.0,185.0,139.0,10.0,21.0,0.0,0.2866368604073522,0.3496376811594203,0.3830104321907601,N
arroybr01,436.0,629.0,35.0,81.0,16.0,0.0,6.0,29.0,1.0,14.0,276.0,1.0,85.0,3.0,0.1287758346581876,0.14837712519319937,0.18282988871224165,N
ascheco01,390.0,1238.0,129.0,290.0,71.0,4.0,32.0,129.0,5.0,95.0,331.0,9.0,3.0,4.0,0.23424878836833601,0.29271916790490343,0.3756058158319871,N
ashburi01,2189.0,8365.0,1322.0,2574.0,317.0,109.0,29.0,586.0,234.0,1198.0,571.0,43.0,112.0,18.0,0.3077106993424985,0.396404821280133,0.382068141063957,Y
ashbyal01,1370.0,4123.0,397.0,1010.0,183.0,13.0,90.0,513.0,7.0,461.0,622.0,11.0,55.0,41.0,0.24496725685180692,0.319672131147541,0.3611447974775649,N
ashbyan01,313.0,521.0,26.0,70.0,13.0,0.0,1.0,26.0,1.0,16.0,218.0,0.0,83.0,1.0,0.1343570057581574,0.15985130111524162,0.16506717850287908,N
ashfotu01,222.0,510.0,42.0,111.0,31.0,1.0,6.0,55.0,5.0,47.0,75.0,1.0,5.0,6.0,0.21764705882352942,0.28191489361702127,0.3176470588235294,N
ashlebi01,281.0,618.0,56.0,144.0,23.0,1.0,28.0,84.0,0.0,63.0,236.0,4.0,0.0,3.0,0.23300970873786409,0.3066860465116279,0.40938511326860844,N
