playerID,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,AVG,OBP,SLG
baezja01,724,2538,371,671,142,17,118,378.0,63.0,128,769.0,22.0,8.0,12.0,0.264381402679275,0.30407407407407405,0.4732072498029945
bagweje01,2150,7797,1517,2314,488,32,449,1529.0,202.0,1401,1558.0,128.0,3.0,102.0,0.2967808131332564,0.40761561306745864,0.540336026676927
bailebo01,1931,6082,772,1564,234,43,189,773.0,85.0,852,1126.0,17.0,40.0,52.0,0.25715225254850377,0.3474225332000571,0.40299243669845447
baileed01,1212,3581,432,915,128,15,155,540.0,17.0,545,577.0,25.0,20.0,37.0,0.25551521921251047,0.3545845272206304,0.42948896956157495
bailobo01,955,2937,339,775,107,23,9,222.0,90.0,187,164.0,20.0,42.0,20.0,0.26387470207694924,0.31036662452591657,0.3251617296561117
baineha01,2830,9908,1299,2866,488,49,384,1628.0,34.0,1062,1441.0,14.0,9.0,99.0,0.28926120306822767,0.3556798700712803,0.4646750100928543
bairddo01,617,2106,230,492,86,45,6,191.0,118.0,157,295.0,12.0,78.0,0.0,0.2336182336182336,0.2905494505494505,0.32573599240265905
bakerdu01,2039,7117,964,1981,320,23,242,1013.0,137.0,762,926.0,30.0,27.0,85.0,0.2783476183785303,0.3468851638729047,0.43178305465786143
bakerfl01,874,2280,285,573,76,13,1,196.0,23.0,382,165.0,6.0,26.0,0.0,0.2513157894736842,0.36019490254872566,0.29736842105263156
bakerfr01,1575,5984,887,1838,315,103,96,987.0,235.0,473,268.0,50.0,153.0,0.0,0.3071524064171123,0.3628400184416782,0.44234625668449196
bakerge02,630,2230,265,590,109,21,39,227.0,21.0,184,219.0,9.0,50.0,18.0,0.2645739910313901,0.32077017615731257,0.3847533632286996
bakopa01,789,2202,195,508,98,11,24,195.0,4.0,233,589.0,7.0,16.0,13.0,0.23069936421435058,0.30468431771894094,0.3178928247048138
balbost01,960,3120,351,714,127,11,181,495.0,1.0,273,856.0,19.0,1.0,27.0,0.22884615384615384,0.29252689735388193,0.45064102564102565
bancrda01,1913,7182,1048,2004,320,77,32,591.0,145.0,827,487.0,23.0,212.0,0.0,0.27903091060985796,0.35532868525896416,0.3583959899749373
bandosa01,2019,7060,982,1790,289,38,242,1039.0,75.0,1031,923.0,75.0,65.0,57.0,0.2535410764872521,0.35218290161741456,0.40807365439093485
bankser01,2528,9421,1305,2583,407,90,512,1636.0,50.0,763,1236.0,70.0,45.0,96.0,0.27417471605986626,0.33004830917874395,0.4995223437002441
bannial01,972,3007,430,811,143,28,19,288.0,108.0,292,318.0,13.0,33.0,28.0,0.26970402394413034,0.3341317365269461,0.3548387096774194
barajro01,1114,3460,396,812,187,1,136,480.0,2.0,207,638.0,46.0,28.0,39.0,0.23468208092485549,0.2838486140724947,0.40722543352601154
barfije01,1428,4759,715,1219,216,30,241,716.0,66.0,551,1234.0,34.0,16.0,34.0,0.25614624921201934,0.33544068426924506,0.46606429922252574
barklsa01,582,2329,362,602,125,39,10,231.0,51.0,176,95.0,12.0,0.0,0.0,0.2584800343495062,0.3138657131505761,0.35852297123228855
barmecl01,1186,3805,434,932,208,17,89,415.0,43.0,216,734.0,60.0,60.0,26.0,0.24494086727989486,0.2941319698076455,0.37871222076215505
barneda01,814,2536,297,625,117,15,31,201.0,29.0,155,349.0,24.0,25.0,16.0,0.24645110410094637,0.29439765653606736,0.34108832807570977
barnero01,499,2391,698,860,146,47,6,346.0,103.0,116,65.0,0.0,0.0,0.0,0.3596821413634463,0.38930993218986837,0.46758678377248014
barnhcl01,814,2673,404,788,121,61,27,436.0,35.0,265,149.0,7.0,103.0,0.0,0.2947998503554059,0.3599320882852292,0.4160119715675271
barrebi02,718,2395,318,690,151,30,23,328.0,80.0,209,239.0,8.0,81.0,0.0,0.2881002087682672,0.34724349157733536,0.40501043841336115
barreji01,866,3306,580,962,83,47,16,255.0,143.0,440,427.0,29.0,60.0,0.0,0.2909860859044162,0.3790728476821192,0.3590441621294616
barrema02,941,3378,418,938,163,9,18,314.0,57.0,304,209.0,16.0,102.0,33.0,0.27767910005920665,0.33717502010184935,0.347246891651865
barremi01,1054,3512,398,925,220,21,98,424.0,11.0,279,480.0,28.0,22.0,32.0,0.26338268792710706,0.3199169047000779,0.4216970387243736
barryja01,1223,4146,532,1009,142,38,10,429.0,153.0,396,261.0,76.0,284.0,0.0,0.24336710082006754,0.32070160242529233,0.3031837916063676
barrysh01,1100,4014,516,1073,128,47,10,391.0,140.0,279,264.0,37.0,135.0,0.0,0.26731439960139514,0.3207852193995381,0.33009466865969106
bartedi01,2016,7629,1130,2165,442,71,79,710.0,109.0,748,627.0,97.0,269.0,0.0,0.2837855551186263,0.355204153882464,0.3914012321405165
bartlja01,892,3141,435,849,156,26,31,286.0,123.0,275,526.0,48.0,31.0,26.0,0.2702960840496657,0.33581661891117476,0.36612543775867556
bassech01,917,3493,392,806,114,49,15,402.0,116.0,239,312.0,27.0,0.0,0.0,0.23074720870312052,0.28518222931630755,0.3043229315774406
basske01,1571,4839,609,1308,248,40,118,611.0,151.0,357,668.0,37.0,28.0,30.0,0.2703037817730936,0.32338970169105075,0.41124199214713786
bassljo01,811,2319,250,704,99,16,1,318.0,13.0,437,81.0,10.0,92.0,0.0,0.3035791289348857,0.41612436731742586,0.3613626563173782
batemjo01,1017,3330,250,765,123,18,81,375.0,10.0,172,610.0,27.0,25.0,31.0,0.22972972972972974,0.27078651685393257,0.3504504504504504
batesjo02,1154,3913,565,1087,167,73,25,417.0,187.0,503,428.0,49.0,132.0,0.0,0.27779197546639406,0.3670772676371781,0.3769486327625863
batisto01,1309,4568,625,1146,226,17,221,718.0,47.0,287,790.0,47.0,10.0,47.0,0.2508756567425569,0.29905031319458475,0.4529334500875657
batteea01,1141,3586,393,969,150,17,104,449.0,13.0,421,470.0,28.0,39.0,30.0,0.2702175125488009,0.34883148831488314,0.4085331846068042
bauerha01,1544,5145,833,1424,229,57,164,703.0,50.0,521,638.0,34.0,51.0,25.0,0.27677356656948493,0.34567685589519653,0.439067055393586
baumhfr01,1019,3477,450,1010,165,51,25,272.0,30.0,258,258.0,17.0,45.0,10.0,0.2904802991084268,0.34157363104731525,0.38884095484613174
bautida01,895,2517,317,685,121,19,62,319.0,37.0,149,409.0,15.0,20.0,17.0,0.2721493841875248,0.3146775389177168,0.40921732220897894
bautijo02,1798,6051,1022,1496,312,17,344,975.0,70.0,1032,1394.0,80.0,23.0,58.0,0.24723186250206577,0.3611688131837696,0.4749628160634606
bayha01,675,2640,413,722,65,42,5,141.0,169.0,195,284.0,18.0,107.0,0.0,0.2734848484848485,0.3277252015422362,0.33560606060606063
bayja01,1278,4505,737,1200,240,30,222,754.0,95.0,636,1216.0,56.0,7.0,54.0,0.2663706992230855,0.3603123214625786,0.48079911209766923
baylodo01,2292,8198,1236,2135,366,28,338,1276.0,285.0,805,1069.0,267.0,16.0,115.0,0.2604293730178092,0.3417155034629728,0.43559404732861673
beaumgi01,1463,5660,955,1759,182,82,39,617.0,254.0,425,314.0,30.0,166.0,0.0,0.3107773851590106,0.36206050695012265,0.39257950530035335
beckebe01,876,2764,367,763,114,43,45,292.0,129.0,241,347.0,5.0,81.0,0.0,0.27604920405209843,0.3352159468438538,0.39725036179450074
beckegl01,1320,5208,685,1473,196,31,22,360.0,49.0,260,243.0,19.0,58.0,27.0,0.2828341013824885,0.3177366702937976,0.3450460829493088
