First Name,Last Name,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,AVG,OBP,SLG,Inducted,HOF Prediction,Yes HOF Probability
Hank,Aaron,3298.0,12364.0,2174.0,3771.0,624.0,98.0,755.0,2297.0,240.0,1402.0,1383.0,32.0,21.0,121.0,0.304998382400518,0.373949277965371,0.554513102555807,1,1,99.98308420181274
Roberto,Alomar,2379.0,9073.0,1508.0,2724.0,504.0,80.0,210.0,1134.0,474.0,1032.0,1140.0,50.0,148.0,97.0,0.300231455968257,0.371244635193133,0.442852419265954,1,1,99.99735355377197
Cap,Anson,2524.0,10281.0,1999.0,3435.0,582.0,142.0,97.0,2075.0,277.0,984.0,330.0,32.0,34.0,0.0,0.334111467756055,0.393998406656634,0.446649158642155,1,1,99.99698400497437
Luis,Aparicio,2601.0,10230.0,1335.0,2677.0,394.0,92.0,83.0,791.0,506.0,736.0,742.0,27.0,161.0,76.0,0.261681329423265,0.310777848044087,0.342521994134897,1,1,99.89305138587952
Earl,Averill,1668.0,6353.0,1224.0,2019.0,401.0,128.0,238.0,1164.0,70.0,774.0,518.0,33.0,55.0,0.0,0.317802612938769,0.394692737430168,0.533606170313238,1,1,99.99550580978394
Jeff,Bagwell,2150.0,7797.0,1517.0,2314.0,488.0,32.0,449.0,1529.0,202.0,1401.0,1558.0,128.0,3.0,102.0,0.296780813133256,0.407615613067459,0.540336026676927,1,1,99.8881995677948
Home Run,Baker,1575.0,5984.0,887.0,1838.0,315.0,103.0,96.0,987.0,235.0,473.0,268.0,50.0,153.0,0.0,0.307152406417112,0.362840018441678,0.442346256684492,1,1,99.79153275489807
Ernie,Banks,2528.0,9421.0,1305.0,2583.0,407.0,90.0,512.0,1636.0,50.0,763.0,1236.0,70.0,45.0,96.0,0.274174716059866,0.330048309178744,0.499522343700244,1,1,99.98661279678345
Jake,Beckley,2392.0,9551.0,1603.0,2938.0,473.0,244.0,87.0,1581.0,315.0,616.0,526.0,183.0,167.0,0.0,0.307611768401215,0.361062801932367,0.435556486231808,1,1,99.96830224990845
Wally,Berger,1350.0,5163.0,809.0,1550.0,299.0,59.0,242.0,898.0,36.0,435.0,694.0,38.0,27.0,0.0,0.300213054425721,0.358942512420156,0.521595971334495,0,1,99.06840324401855
Yogi,Berra,2120.0,7555.0,1175.0,2150.0,321.0,49.0,358.0,1430.0,30.0,704.0,414.0,52.0,9.0,44.0,0.28457974851092,0.347815679233992,0.482197220383852,1,1,99.91974234580994
Craig,Biggio,2850.0,10876.0,1844.0,3060.0,668.0,55.0,291.0,1175.0,414.0,1160.0,1753.0,285.0,101.0,81.0,0.281353438764252,0.363247863247863,0.433155571901434,1,1,99.26767349243164
Wade,Boggs,2440.0,9180.0,1513.0,3010.0,578.0,61.0,118.0,1014.0,24.0,1412.0,745.0,23.0,29.0,96.0,0.327886710239651,0.414993931472318,0.442701525054466,1,1,99.75683093070984
Barry,Bonds,2986.0,9847.0,2227.0,2935.0,601.0,77.0,762.0,1996.0,514.0,2558.0,1539.0,106.0,4.0,91.0,0.298060322940997,0.444294556419616,0.606885345790596,0,1,99.01637434959412
Jim,Bottomley,1991.0,7471.0,1177.0,2313.0,465.0,151.0,219.0,1422.0,58.0,664.0,591.0,43.0,177.0,0.0,0.309597108820774,0.369283443384691,0.500200776335163,1,1,99.99912977218628
Lou,Boudreau,1646.0,6029.0,861.0,1779.0,385.0,66.0,68.0,789.0,51.0,796.0,309.0,34.0,164.0,0.0,0.295073809918726,0.380376148126549,0.414662464753691,1,1,99.99656677246094
Roger,Bresnahan,1446.0,4481.0,682.0,1252.0,218.0,71.0,26.0,530.0,212.0,714.0,403.0,67.0,112.0,0.0,0.279401919214461,0.386354998099582,0.377147958045079,1,1,99.46526288986206
George,Brett,2707.0,10349.0,1583.0,3154.0,665.0,137.0,317.0,1596.0,201.0,1096.0,908.0,33.0,26.0,120.0,0.3047637452894,0.3692878082428,0.487390085998647,1,1,99.86065030097961
Lou,Brock,2616.0,10332.0,1610.0,3023.0,486.0,141.0,149.0,900.0,938.0,761.0,1730.0,49.0,47.0,46.0,0.292586140147116,0.342599213442975,0.410181958962447,1,1,99.5110809803009
Steve,Brodie,1438.0,5703.0,886.0,1728.0,191.0,89.0,25.0,900.0,289.0,420.0,233.0,132.0,87.0,0.0,0.302998421883219,0.364508393285372,0.380852183061547,0,1,96.27758264541626
Dan,Brouthers,1676.0,6726.0,1529.0,2303.0,462.0,206.0,107.0,1301.0,257.0,840.0,238.0,105.0,20.0,0.0,0.34240261671127,0.423412853604484,0.52007136485281,1,1,99.98328685760498
Jesse,Burkett,2067.0,8426.0,1720.0,2850.0,320.0,182.0,75.0,952.0,389.0,1029.0,613.0,75.0,90.0,0.0,0.338238784713981,0.414900314795383,0.44611915499644,1,1,99.99650716781616
Roy,Campanella,1215.0,4205.0,627.0,1161.0,178.0,18.0,242.0,856.0,25.0,533.0,501.0,30.0,30.0,18.0,0.276099881093936,0.360217300459674,0.499643281807372,1,1,96.13315463066101
Rod,Carew,2469.0,9315.0,1424.0,3053.0,445.0,112.0,92.0,1015.0,353.0,1018.0,1028.0,25.0,128.0,64.0,0.327750939345142,0.393014776434466,0.429200214707461,1,1,99.99747276306152
Max,Carey,2476.0,9363.0,1545.0,2665.0,419.0,159.0,70.0,800.0,738.0,1040.0,695.0,77.0,290.0,0.0,0.284630994339421,0.36087786259542,0.385773790451778,1,1,99.98762607574463
Orlando,Cepeda,2124.0,7927.0,1131.0,2351.0,417.0,27.0,379.0,1365.0,142.0,588.0,1169.0,102.0,4.0,74.0,0.296581304402674,0.349902197675757,0.499432319919263,1,1,99.75709319114685
Frank,Chance,1288.0,4299.0,798.0,1274.0,200.0,79.0,20.0,596.0,403.0,556.0,320.0,137.0,111.0,0.0,0.296347987904164,0.394030448717949,0.393579902302861,1,1,99.97406601905823
Fred,Clarke,2246.0,8584.0,1622.0,2678.0,361.0,220.0,67.0,1015.0,509.0,875.0,511.0,154.0,225.0,0.0,0.311975768872321,0.385623634661396,0.428704566635601,1,1,99.92930889129639
Roberto,Clemente,2433.0,9454.0,1416.0,3000.0,440.0,166.0,240.0,1305.0,83.0,621.0,1230.0,35.0,36.0,66.0,0.317325999576899,0.359276729559748,0.47514279669981,1,1,99.9956727027893
Ty,Cobb,3035.0,11436.0,2247.0,4189.0,724.0,295.0,117.0,1944.0,896.0,1249.0,608.0,94.0,292.0,0.0,0.366299405386499,0.432897722826512,0.511892270024484,1,1,99.81740713119507
Mickey,Cochrane,1482.0,5169.0,1041.0,1652.0,333.0,64.0,119.0,832.0,64.0,857.0,217.0,29.0,151.0,0.0,0.319597601083382,0.419157720891825,0.477848713484233,1,1,99.90895986557007
Eddie,Collins,2826.0,9949.0,1821.0,3315.0,438.0,187.0,47.0,1300.0,741.0,1499.0,400.0,77.0,512.0,0.0,0.333199316514223,0.424381778741866,0.428987837973666,1,1,99.99719858169556
Jimmy,Collins,1725.0,6795.0,1055.0,1999.0,352.0,116.0,65.0,983.0,194.0,426.0,266.0,84.0,147.0,0.0,0.294186902133922,0.343463381245722,0.408830022075055,1,1,99.98225569725037
Earle,Combs,1455.0,5746.0,1186.0,1866.0,309.0,154.0,58.0,632.0,96.0,670.0,278.0,17.0,74.0,0.0,0.324747650539506,0.396859940929582,0.46240863209189,1,1,99.94493126869202
Roger,Connor,1998.0,7797.0,1620.0,2467.0,441.0,233.0,138.0,1323.0,244.0,1002.0,455.0,39.0,9.0,0.0,0.31640374503014,0.396922380629102,0.485827882518918,1,1,99.99072551727295
Tommy,Corcoran,2205.0,8824.0,1189.0,2259.0,289.0,155.0,34.0,1137.0,388.0,384.0,447.0,35.0,157.0,0.0,0.256006346328196,0.289732770745429,0.335448776065277,0,1,99.18692111968994
Doc,Cramer,2239.0,9140.0,1357.0,2705.0,396.0,109.0,37.0,842.0,62.0,572.0,345.0,41.0,180.0,0.0,0.295951859956236,0.34020301445709,0.37527352297593,0,1,97.56733179092407
Sam,Crawford,2517.0,9570.0,1391.0,2961.0,458.0,309.0,97.0,1519.0,366.0,760.0,512.0,23.0,241.0,0.0,0.309404388714734,0.361634308895972,0.452246603970742,1,1,99.9998688697815
Joe,Cronin,2124.0,7579.0,1233.0,2285.0,515.0,118.0,170.0,1424.0,87.0,1059.0,700.0,34.0,166.0,0.0,0.30149096186832,0.389529520295203,0.467871750890619,1,1,99.90092515945435
Lave,Cross,2277.0,9084.0,1338.0,2651.0,411.0,136.0,47.0,1378.0,303.0,466.0,217.0,31.0,160.0,0.0,0.291831792162043,0.328566955432627,0.382540730955526,0,1,99.98784065246582
Kiki,Cuyler,1879.0,7161.0,1305.0,2299.0,394.0,157.0,128.0,1065.0,328.0,676.0,752.0,85.0,176.0,0.0,0.321044546850998,0.386266094420601,0.473537215472699,1,1,99.98524188995361
Johnny,Damon,2490.0,9736.0,1668.0,2769.0,522.0,109.0,235.0,1139.0,408.0,1003.0,1257.0,50.0,57.0,71.0,0.284408381265407,0.351933701657459,0.432826622843057,0,1,99.84418749809265
George,Davis,2372.0,9045.0,1545.0,2665.0,453.0,163.0,73.0,1440.0,619.0,874.0,613.0,75.0,184.0,0.0,0.294637921503593,0.361616970182109,0.404975124378109,1,1,99.99634027481079
Andre,Dawson,2627.0,9927.0,1373.0,2774.0,503.0,98.0,438.0,1591.0,314.0,589.0,1509.0,111.0,24.0,118.0,0.279439911352876,0.323313168915775,0.482220207514858,1,1,99.36417937278748
Ed,Delahanty,1837.0,7510.0,1600.0,2597.0,522.0,186.0,101.0,1466.0,456.0,742.0,439.0,94.0,54.0,0.0,0.345805592543276,0.411334771147855,0.505193075898802,1,1,99.99315738677979
Bill,Dickey,1789.0,6300.0,930.0,1969.0,343.0,72.0,202.0,1209.0,37.0,678.0,289.0,31.0,51.0,0.0,0.312539682539683,0.382080182622343,0.486031746031746,1,1,99.9523401260376
Joe,DiMaggio,1736.0,6821.0,1390.0,2214.0,389.0,131.0,361.0,1537.0,30.0,790.0,369.0,46.0,14.0,0.0,0.324585837853687,0.398328327021026,0.578800762351561,1,1,99.99016523361206
Bobby,Doerr,1865.0,7093.0,1094.0,2042.0,381.0,89.0,223.0,1247.0,54.0,809.0,608.0,11.0,115.0,0.0,0.287889468490061,0.361683305952231,0.461017904976738,1,1,99.95773434638977
Hugh,Duffy,1737.0,7044.0,1554.0,2293.0,325.0,119.0,106.0,1302.0,574.0,664.0,268.0,29.0,104.0,0.0,0.325525269733106,0.385937701951661,0.450596252129472,1,1,99.99996423721313
Darrell,Evans,2687.0,8973.0,1344.0,2223.0,329.0,36.0,414.0,1354.0,98.0,1605.0,1410.0,35.0,34.0,90.0,0.247743229689067,0.360926842941231,0.430848099855121,0,1,94.79551911354065
Johnny,Evers,1784.0,6137.0,919.0,1659.0,216.0,70.0,12.0,538.0,324.0,778.0,293.0,39.0,256.0,0.0,0.270327521590354,0.35605406960023,0.334202379012547,1,1,99.98972415924072
